channel_title,title,views,likes,dislikes
CYRIL /SUPERKONAR,LE YOUTUBE SHOW,569524,34934,646
Rapid Highlights,"Boston Celtics vs Cleveland Cavaliers - Full Game Highlights | Game 6 | May 25, 2018 | NBA Playoffs",569521,2667,210
Amixem,MON ANN√âE 2017 SUR YOUTUBE !,569340,67667,379
Good Morning Britain,will.i.am Finds Kanye West's Comments About Slavery Harmful | Good Morning Britain,569247,12236,1449
Wass Freestyle,ILS VONT TOMBER DANS LE PI√àGE !,569203,23693,1246
CYR!L,TUTO : COMMENT DEVENIR UN VIKING,569194,96370,395
Acunn.com,Turabi kendisini takƒ±mƒ±ndan ayƒ±rdƒ±! Dostum deƒüilsiniz | 65. b√∂l√ºm tanƒ±tƒ±mƒ± |  Survivor 2018,568952,5313,338
Troom Troom FR,16 BLAGUES √Ä MOURIR DE RIRE ! LA GUERRE DES BLAGUES !,568862,9634,2025
Trash,POURQUOI as-tu PEUR ?,568819,36689,561
FORMULA 1,2018 Monaco Grand Prix: Verstappen Crashes Out of FP3,568752,7421,165
LeGossipTube,Maurane : on connait enfin les causes de la mort de la chanteuse,568675,1042,589
Galatasaray,GALATASARAY 21. ≈ûAMPƒ∞YONLUK KUTLAMASI,568550,0,0
CYR!L,J'AI CRASH MON NOUVEAU DRONE,568541,103047,1203
Hammer Kick,Class A Improve Their Quirk - Boku No Hero Academia Season 3 Episode 3,568386,5972,169
CinemaSins,Everything Wrong With Geostorm In 20 Minutes Or Less,568339,16870,338
Poisson F√©cond,Et Si on Cr√©ait un Trou Noir Sur Terre ? (en 360s),568313,35919,613
PLK TV,PLK - Dis Moi Oui (Clip Officiel),568021,27280,729
LE ROI DES RATS,Quand les YouTubers vous arnaquent ! (MISS BONGO),567923,46599,586
ludovik,MicroTroll - Les in√©dits 100% RESPECT (feat Jeremstar),567722,45276,344
Marodi TV S√©n√©gal,S√©rie NAFI - Episode 18,567624,6149,681
XAmbassadorsVEVO,X Ambassadors - Ahead Of Myself (Acoustic),567550,8208,204
Bruno Mars,Bruno Mars - Finesse (Remix) [Feat. Cardi B] [Official Video],567412,159400,2374
AlHayah TV Network,ŸÖÿ≥ŸÑÿ≥ŸÑ ÿ£ŸäŸàÿ® ÿ®ÿ∑ŸàŸÑÿ© ŸÖÿµÿ∑ŸÅŸâ ÿ¥ÿπÿ®ÿßŸÜ ‚Äì ÿßŸÑÿ≠ŸÑŸÇÿ© ÿßŸÑÿÆÿßŸÖÿ≥ÿ© (5)|  (Ayoub Series(EP5,567224,5054,317
Poisson F√©cond,Et Si Tout L‚Äôair Disparaissait Pendant 30 Secondes ? (en 360s),567108,36790,574
WWE,"Wildest wedding moments: WWE Top 10, May 19, 2018",567106,12739,469
TV Skizofren | ÿ®ÿ±ŸÜÿßŸÖÿ¨ ÿ≥ŸÉŸäÿ≤ŸàŸÅÿ±ŸäŸÜ,SKIZOFREN & RACHID | HANARI - Ÿáÿß ŸÜÿßÿ±Ÿä (Parodie SAAD LAMJARRED - GHAZALI) CLIP ·¥¥·¥∞ 2018,567031,30817,1821
–õ–µ–≥–µ–Ω–¥–∞—Ä–Ω—ã–π –ö–∏–ª–ª–µ—Ä,WWE Wrestlemania 34 Kurt Angle and Ronda Rousey vs Triple H and Stephanie McMahon Highlights HD,566944,4398,448
Trash,6 BUGS FOUS de TON CERVEAU üß†,566712,34761,618
Netflix,Black Mirror | Happy New Year | Netflix,566673,21081,454
Rapid Highlights,"Boston Celtics vs Cleveland Cavaliers - Full Game Highlights | Game 4 | May 21, 2018 | NBA Playoffs",566437,1903,219
S√©an Garnier,POGBA X S√âAN - PANNA CRIMES ! üò±üëÆüèª  Adidas Predator Commercial making of !,566394,25092,288
Wrsh98,MCI vs NEW 3-1 All Goals & Highlights 201/01/2018 HD,566329,2267,169
Le Woop,En TT #15 #Sp√©cialCannes,566318,47784,685
Pierre Croce,Ces gens qui prennent des d√©cisions stupides,566213,56349,709
Morgan VS,"Eau 2 ‚Ç¨ VS Eau 350‚Ç¨ ( eau des nuages, eau pr√©historique ... ) avec Kemar",566147,25754,893
Lama Fach√©,10 CHOSES INCROYABLES QUE SEULS LES RICHES PEUVENT ACHETER | Lama Fach√©,566129,20474,3469
ChoofDz - ÿßŸÑŸÇŸÜÿßÿ© ÿßŸÑÿ±ÿ≥ŸÖŸäÿ©,ÿßŸÑŸÉÿßŸÖŸäÿ±ÿß ÿßŸÑÿÆŸÅŸäÿ© ÿ∑ŸÅÿ±ÿ™ ŸÅŸäŸÉ ÿßŸÑÿ≠ŸÑŸÇÿ© 1 | ÿ±ŸÖÿ∂ÿßŸÜ 2018 | Cam√©ra Cach√©e Tafrat Fik Episode 1,566094,6199,1245
FailArmy,Fails You Missed: Waiting For Summer! (March 2018) | FailArmy,565930,10672,758
Vijay Television,#SuperSinger 6 | 3rd & 4th March 2018 Promo,565910,4225,226
Lorenzo,Lorenzo - La blague du si√®cle,565825,46470,1409
Tibo InShape,ENTRAINEMENT DE FOU ENTRE AMIS,565819,41859,632
VikatanTV,"Priyamanaval Episode 1036, 08/06/18",565220,3669,1188
VikatanTV,"Priyamanaval Episode 1039, 12/06/18",565091,3581,1408
Marodi TV S√©n√©gal,Pod et Marichou - Saison 2 - Episode 64,565018,5721,793
HAR PAL GEO,Khaani - Episode 29 Teaser | HAR PAL GEO,564989,4752,216
Koba LaD,Koba LaD  - Freestyle T√©n√©breux #5,564982,30195,816
KalashVEVO,Kalash - God Knows ft. Mavado,564954,27300,833
Troom Troom FR,COMMENT SURVIVRE √Ä LA RENTR√âE / 17  ASTUCES POUR L'√âCOLE,564728,12325,1153
Les Parodie Bros,QUAND C'EST L'HIVER - LES PARODIE BROS,564721,31796,418
CYR!L,ALERTE YOUTUBE : CYRIL CENSUR√â (encore),564717,98869,383
FOOTBALL HD,ARS vs ATL 1-1 HIGHLIGHTS 26/04/2018 ENG,564649,1414,200
Poisson F√©cond,Et Si Vous Descendiez au Plus Profond de L‚ÄôOc√©an ? (en 360s),564608,41361,530
Rapid Highlights,"GS Warriors vs Cleveland Cavaliers - Full Game Highlights | Game 3 | June 6, 2018 | NBA Finals",564588,2949,238
Rapid Highlights,"OKC Thunder vs Utah Jazz - Full Game Highlights | Game 6 | April 27 , 2018 | NBA Playoffs",564434,1544,180
YouTunes,J'AI JOU√â DANS UN FILM !,564195,53308,419
IbraPlus,Si tu rates ta mal,564033,25383,1506
Avant et Apr√®s,LES VRAIS M√âTIERS DES CANDIDATES DE LA T√âL√â R√âALIT√â,563981,6209,1674
Ikram Bellanova,ŸÑÿ£ŸàŸÑ ŸÖÿ±ÿ© ÿ≤Ÿàÿ¨Ÿä ÿπŸÜ ŸÇÿ±ÿ® üò±ŸÑŸÖÿ∞ÿß ÿßÿÆÿ™ÿ±ÿ™ ÿ±ÿ¨ŸÑ ÿßŸÉÿ®ÿ± ŸÖŸÜŸä ÿü ÿπÿ¥Ÿäÿ© ŸÖÿπŸä Ÿàÿ£ŸÅÿ∂ŸÑ ÿ∑ÿ±ŸäŸÇÿ© ŸÑÿ∑ŸáŸä ŸÑÿ≠ŸÖ ÿßŸÑÿ®ŸÇÿ± STEAK ŸÖÿπ ÿßŸÑÿµŸÑÿµÿ©,563920,20689,1019
Ligue 1 Conforama,FC Nantes - Paris Saint-Germain (0-1)  - R√©sum√© - (FCN - PARIS) / 2017-18,563838,4772,473
Ivan Bede,IVAN - LE BEÃÇTISIER,563773,31134,278
WWE,"WWE Hall of Fame 2018 Red Carpet LIVE: April 6, 2018",563675,15071,532
Djadja & Dinaz,Djadja & Dinaz - On avance seuls [Clip Officiel],563480,25577,391
Mansoor,‚Äèÿπÿ®ÿØÿßŸÑÿ®ÿßÿ±Ÿä ÿπÿ∑ŸàÿßŸÜ Ÿäÿ®ŸÉŸä ÿ±ÿ≠ŸäŸÑ ÿµÿßŸÑÿ≠ ŸàŸäŸÉÿ¥ŸÅ ÿπŸÜ ÿ®ÿπÿ∂ ÿßÿ≥ÿ±ÿßÿ±Ÿá..,563409,2541,3661
Hespress,ŸÑÿ≠ÿ∏ÿ© ÿßŸÑŸÇÿ®ÿ∂ ÿπŸÑŸâ ÿ¥ÿÆÿµ Ÿáÿßÿ¨ŸÖ ÿ•ŸÖÿßŸÖ ŸÖÿ≥ÿ¨ÿØ ÿ≠ÿ≥ÿßŸÜ ÿ®ÿ≥ŸäŸÅ ÿ£ÿ´ŸÜÿßÿ° ÿµŸÑÿßÿ© ÿßŸÑÿ¨ŸÖÿπÿ©,562866,1777,649
Marodi TV S√©n√©gal,S√©rie NAFI - Episode 19 - VOSTFR,562770,6297,689
Mohamed Henni,ZINEDINE ZIDANE QUITTE LE REAL MADRID (POUR L EQUIPE DE FRANCE),562671,29459,2089
Abdelbaath,ŸÉÿßŸÖŸäÿ±ÿß ŸÉÿßÿ¥Ÿä ÿßŸÑÿ≠ÿ®ÿ≥ 12 ÿØÿßŸÑŸäÿß ÿ¥Ÿäÿ≠.. Ÿáÿ®ŸëŸÑŸáÿß ÿ±ÿ∂ŸàÿßŸÜ,562517,6589,748
MBC The Voice,#MBCTheVoice - ŸÖÿ±ÿ≠ŸÑÿ© ÿßŸÑÿπÿ±Ÿàÿ∂ ÿßŸÑŸÖÿ®ÿßÿ¥ÿ±ÿ© - ÿ≠ÿ≥ŸäŸÜ ÿ®ŸÜ ÿ≠ÿßÿ¨ Ÿäÿ§ÿØŸëŸä ŸÖŸàÿßŸÑ  ÿ¨ÿ≤ÿßÿ¶ÿ±Ÿä Ÿàÿ£ÿ∫ŸÜŸäÿ© ‚ÄôŸäÿß ÿµÿ∫Ÿäÿ±Ÿä‚Äô,562438,21937,606
Poisson F√©cond,Et Si Toute L'humanit√© Devenait V√©g√©tarienne ? (en 360s),562401,41837,1150
Poisson F√©cond,Et Si Une √àre Glaciaire Commen√ßait Demain ? (en 360s),562070,39930,470
oPix nurizal,LUCIFER FINALE ENDING - CHLOE SAW LUCIFER'S DEVIL FACE,562066,6198,197
MLG Highlights,Oklahoma City Thunder vs Dallas Mavericks Full Game Highlights / Dec 31 / 2017-18 NBA Season,561969,2084,157
VikatanTV,"Priyamanaval Episode 963, 14/03/18",561924,2804,821
Pierre Croce,Clash de Pouce Gris,561913,101270,16179
Legendary Football,MAN vs SEV 1-2 HIGHLIGHTS & GOAL RESUMEN & GOL 2018 HD,561828,1685,230
Coupe de la Ligue,Paris Saint-Germain - AS Monaco ( 3-0 ) (Finale) - R√©sum√© - (PSG - ASM) / 2017-18,561494,6976,606
Ivan Bede,IVAN - QUAND TU JOUES AU FOOT ET QUE..,561381,35185,379
Vijay Television,Super Singer 6 | 31st March & April 1st  2018 - Promo 2,560997,3024,257
Chouftv - ÿ¥ŸàŸÅ ÿ™ŸäŸÅŸä,ÿßŸÑŸÖÿÆÿ™ŸÑ ÿßŸÑÿπŸÇŸÑŸä ÿßŸÑŸÑŸä ÿ∞ÿ®ÿ≠ ÿπÿßÿ¶ŸÑÿ™Ÿà ŸÉÿßŸÜ ŸÅŸÇÿ∑ÿ± ŸàŸáÿßŸÉŸäŸÅÿßÿ¥ ŸÉÿßŸÜ ŸÉŸäÿ™ÿπÿßŸÖŸÑ ŸÖÿπ ÿßŸÑÿ¨Ÿäÿ±ÿßŸÜ,560943,2264,331
Greg Guillotin - Nou,Pranque : Greg pi√®ge Hatem Ben Arfa - Version Youtube (Feat. Michael Youn),560826,32293,699
ELBILAD TV,ÿ≠ŸÑŸÇÿ© ŸÇŸÜÿ®ŸÑÿ© ŸÖŸÜ ÿßŸÑŸÉÿßŸÖŸäÿ±ÿß ÿßŸÑÿÆŸÅŸäÿ© ÿ±ÿØŸà ÿ®ÿßŸÑŸÉŸÖ.. ÿ¥ÿßŸáÿØŸàÿß ŸÖÿßÿ∞ÿß ÿ≠ÿØÿ´ÿü!,560695,5043,1702
KylieMinogueOnVEVO,Kylie Minogue - Stop Me From Falling feat. Gente De Zona (Official Video),560534,30998,987
Marodi TV S√©n√©gal,Pod et Marichou - Saison 2 - Episode 69,560524,5640,767
Golden Moustache,Anis - Je Te Vois Partout,560394,37823,2837
Poisson F√©cond,Et Si Nous Arr√™tions Tous de Vieillir ? (en 360s),560314,35270,543
Destination Eurovision,Madame Monsieur - Mercy - gagnants de Destination Eurovision,560277,3543,1200
Daniil le Russe,UN OURS VA OUVRIR LA COUPE DU MONDE ? - Daniil le Russe,560224,41258,914
TechNews&Tests,J'AI RE√áU MA MACHINE DE BITCOIN ! feat. Hasheur,560202,22560,2799
WWE,"Naomi & Jimmy Uso vs. Lana & Aiden English: SmackDown LIVE, June 5, 2018",559816,10721,408
Marodi TV S√©n√©gal,S√©rie NAFI - Episode 13,559779,7672,938
Ramadan Al Aoula TV,ÿ≥Ÿàÿ≠ŸÑŸäŸÅÿ©: ÿßŸÑÿ≠ŸÑŸÇÿ© 22 | Souhlifa: Episode 22,559771,9397,773
RK OFFICIEL,RK - #B7,559703,36604,614
Music Box,Merry Christmas 2018 - Top Christmas Songs Playlist 2018 - Best Christmas Songs Ever,559676,2441,576
REACT,TEENS READ 10 FUNNY FRIEND ZONE TEXTS (REACT),559573,19462,398
Greg Guillotin - Nou,Pranque : La demande en mariage √©pique de mon pote ! / French proposal prank,559534,46625,1154
bill wurtz,unboxing video,559257,81952,1508
CYR!L,EXPLOSER UN IPHONE EN SLOW MOTION !,559192,48381,1058
HowToBasic,How To Quickly Defrost a Turkey,558616,61010,1278
Acunn.com,Hakan ve Anƒ±l arasƒ±nda ≈üok tartƒ±≈üma!  | 91. B√∂l√ºm Tanƒ±tƒ±mƒ± | Survivor 2018,558532,5190,288
LIVELOVEASAPVEVO,"A$AP Rocky, Gucci Mane, 21 Savage - Cocky (Audio) ft. London On Da Track",558368,36060,403
CYRIL /SUPERKONAR,LES PIRES PUBLICIT√âS,558307,44085,519
Ramez Galal,ÿßŸÑÿ≠ŸÑŸÇÿ© 6 | ÿ±ÿØ ŸÅÿπŸÑ ÿ∫Ÿäÿ± ŸÖÿ™ŸàŸÇÿπ ŸÖŸÜ ÿπÿ®ÿØ ÿßŸÑŸÜÿßÿµÿ± ÿ≤ŸäÿØÿßŸÜ ÿ®ÿπÿØ  ÿ±ÿ§Ÿäÿ© ÿ±ÿßŸÖÿ≤ ÿ¨ŸÑÿßŸÑ ŸÅŸâ ÿ±ÿßŸÖÿ≤ ÿ™ÿ≠ÿ™ ÿßŸÑÿµŸÅÿ±,558217,5447,434
Lalla plus,ŸÅŸäÿØŸäŸà: ŸÉŸÖÿß ŸÑŸÖ ÿ™ÿ¥ÿßŸáÿØŸàŸá ŸÖŸÜ ŸÇÿ®ŸÑ..ÿ≠ŸÖÿ≤ÿ© ŸÑÿ®Ÿäÿ∂ Ÿäÿ®ÿØÿπ ŸÅŸä ÿ£ÿØÿßÿ¶Ÿá ÿßŸÑŸÑŸàŸÜ ÿßŸÑÿ¥ÿπÿ®Ÿä ÿ±ŸÅŸÇÿ© ÿßŸäŸÉŸà,557816,4651,411
Britain's Got Talent,OMG! Magus Utopia give the Judges the SHOCK of their lives! Semi-Finals | BGT 2018,557500,5162,1033
TIM,LA VID√âO DU PRANK - TIM,557480,49025,3329
Warner Bros. France,Les Animaux Fantastiques 2 : Les Crimes de Grindelwald - Bande Annonce Officielle (VOST),557129,5201,172
LE GRAND JD,VOUS AIMEZ L'URBEX? LES MONSTRES? LE PARANORMAL?,557098,45256,491
Aymen Gherbi,ŸÉÿßŸÖŸäÿ±ÿß ŸÉÿßÿ¥Ÿä ÿ≥ŸáÿßŸÖ ÿßŸÑÿ¨ÿßÿ®ŸàŸÜŸäÿ© ü§í ÿØŸäÿ± ÿßŸÑÿ∫ŸÜŸäÿ© ÿ™ÿßÿπŸä ŸÖÿßÿØŸäÿ±ŸàŸÜÿ¨ŸäŸÜŸäÿ¥ ü§©üò≠ ÿ±ÿßŸÉ ÿ®ÿßÿ∫ŸäŸÜŸä ŸÜÿ®ŸÉŸä,557096,6383,2643
Mister Officiel,HASSAN - EN BOITE DE NUIT,557017,49559,930
MLG Highlights,Golden State Warriors vs Portland Trail Blazers Full Game Highlights / Feb 14 / 2017-18 NBA Season,556990,4248,245
LES ANONYBUZZ,Laura Laune gagne La France a un incroyable talent 2017,556934,7396,1380
AresPromo,The Walking Dead 8x09 Super Trailer Season 8 Episode 9 Promo/Preview HD,556682,0,0
PeopleTV,"Full Interview: BTS On What They Love About Themselves, Each Other, Dream Artist Collabs | PeopleTV",556373,43976,454
The Tonight Show Starring Jimmy Fallon,What Are Those Meme Has Black Panther's Letitia Wright's Shoe Game Under Attack,556297,14316,172
LacrimMusicVEVO,Lacrim - Force & Honneur / Saison 2 (Episode 3),556240,21385,443
MLG Highlights,Golden State Warriors vs Oklahoma City Thunder Full Game Highlights / April 3 / 2017-18 NBA Season,556063,4481,274
VikatanTV,"Priyamanaval Episode 1011, 10/05/18",555922,3582,737
Trash,6 CLICH√âS des MANGAS et ANIM√âS,555857,31489,1562
ludovik,Les parisiens sont-ils sup√©rieurs ? - Ludovik,555846,38333,705
Magnum Productions,Awalem Khafeya Series - Ep 06 | ÿπÿßÿØŸÑ ÿ•ŸÖÿßŸÖ - HD ŸÖÿ≥ŸÑÿ≥ŸÑ ÿπŸàÿßŸÑŸÖ ÿÆŸÅŸäÿ© - ÿßŸÑÿ≠ŸÑŸÇÿ© 6 ÿßŸÑÿ≥ÿßÿØÿ≥ÿ©,555826,4126,286
ASMR Darling,ASMR Lushful Spa Treatment ‚ú® Facial and Massage,555758,19252,1234
VikatanTV,"Priyamanaval Epsiode 952, 01/03/18",555732,3294,785
4KEUS Officiel,4Keus - Je Pense (Clip Officiel),555612,31783,426
Vision Time Tamil,Azhagu - Tamil Serial | ‡ÆÖ‡Æ¥‡Æï‡ØÅ | Episode 150 | Sun TV Serials | 18 May 2018 | Revathy | Vision Time,555601,2666,513
Marodi TV S√©n√©gal,Pod et Marichou - Saison 2 - Episode 57,555405,5544,750
Soltana - ÿ≥ŸÑÿ∑ÿßŸÜÿ©,ŸÑÿ≠ÿ∏ÿ© ŸàÿµŸàŸÑ ÿ≠ŸÖÿ≤ÿ© ŸÑÿ®Ÿäÿ∂ ÿßŸÑŸâ ÿßŸÑŸÖÿ∫ÿ±ÿ® Ÿàÿ¥ŸÇŸäŸÇÿ™Ÿá ÿ™ŸÉÿ¥ŸÅ ŸÖÿß ŸÇÿßŸÖ ÿ®Ÿá ÿßŸÑŸÖŸÑŸÉ ŸÖÿ≠ŸÖÿØ ÿßŸÑÿ≥ÿßÿØÿ≥,555226,5115,597
VikatanTV,"Priyamanaval Episode 977, 30/03/18",555221,2890,971
alyaoum24,ÿ™ŸÅÿßÿµŸäŸÑ ÿπŸÇŸäŸÇÿ© ÿ∫ÿ≤ŸÑ ÿßÿ®ŸÜÿ© ÿ®ÿßÿ∑ŸÖÿ©..ÿπÿ±ÿ≥ ÿ®ÿ≠ÿ∂Ÿàÿ± ÿßŸÑŸÅŸÜÿßŸÜŸäŸÜ Ÿàÿ±ŸÇÿµ Ÿàÿ∫ŸÜÿßÿ° ÿ≠ÿ™Ÿâ ÿßŸÑÿµÿ®ÿßÿ≠,554992,3412,1515
VikatanTV,"Priyamanaval Episode 1016, 16/05/18",554967,3512,855
VodK,TRICKS CHALLENGE ! #2 feat UNICORN,554883,44193,343
Cody & Wyatt,DEMI LOVATO REACTS TO K-POP,554877,26815,1389
Instrumental Music Romantic,Most Popular Violin Covers of Popular Songs 2018 || Best Instrumental Violin Covers 2018,554827,1489,598
atv,E≈ükƒ±ya D√ºnyaya H√ºk√ºmdar Olmaz 82. B√∂l√ºm,554434,3242,578
Marodi TV S√©n√©gal,S√©rie NAFI - Episode 24,554336,6005,703
JOYCA,JE REMIX VOS ID√âES ! #3,554304,67861,415
EddydePrettoVEVO,Eddy de Pretto - Normal (Clip Officiel),554195,20826,1260
MOuJaZ KooRa TV,ŸÖŸÑÿÆÿµ ŸÖÿ®ÿßÿ±ÿßÿ© ÿßŸÑŸàÿØÿßÿØ ÿßŸÑÿ®Ÿäÿ∂ÿßŸàŸä ŸàÿßŸàÿ±ÿßŸàÿß - ŸÖŸàŸÜÿØŸäÿßŸÑ ÿßŸÑÿßŸÜÿØŸäÿ© ŸÄ Ÿáÿ≤ŸäŸÖÿ© ŸÇÿßÿ≥Ÿäÿ© ŸÑŸÑŸÅÿ±ŸäŸÇ ÿßŸÑŸàÿØÿßÿØ 12.12.2017,554192,3969,625
David Guetta,David Guetta & Afrojack ft Charli XCX & French Montana - Dirty Sexy Money (Official Video),554052,37232,1274
Nota Bene,Le sexe au Moyen-√¢ge - Nota Bene #29,553924,34391,757
Rapid Highlights,"Utah Jazz vs OKC Thunder - Full Game Highlights | Game 1 | April 15, 2018 | NBA Playoffs",553897,1686,96
Didi Chandouidoui,5 THEORIES SUR LE VOYAGE DANS LE TEMPS (#59),553828,40130,1389
Le Tatou,LQC - Combien de grains de semoule dans un paquet ?,553684,28282,1021
√áukur,CÃßukur 8. BoÃàluÃàm 2. Fragman,553427,6740,135
RedsTech,ÿ£ŸáÿØÿßŸÅ ÿßŸÑŸÖÿ®ÿßÿ±ÿßÿ© ŸÉÿßŸÖŸÑÿ© Ÿà ÿ™ÿ£ŸÑŸÇ ÿßŸÑÿ¨ÿ≤ÿßÿ¶ÿ±ŸäŸäŸÜ ÿ®ÿ´ŸÜÿßÿ¶Ÿäÿ© 3-0 ÿ±ŸàŸàÿπÿ© 01-01-2018,553427,4246,219
Binging with Babish,Chocolate Chip Cookies | Basics with Babish,553072,28564,184
Younes et Bambi,SORS DU CERCLE 2 ! avec Jhon Rachid (Parodie rentre dans le cercle),553016,25024,1069
CYRIL /SUPERKONAR,LES JEUX OLYMCHIPS,552998,36734,550
"Le Jeu, C'est S√©rieux",STRANGER JOKES : Jokes de Papa avec les teens de Stranger Things,552895,32570,586
EchorouknewsTV,ÿßŸÑÿ±ÿ≥ÿßŸÑÿ© ÿßŸÑÿ™Ÿä ÿ£ÿ®ŸÉÿ™ ÿßŸÑÿ¨ÿ≤ÿßÿ¶ÿ±ŸäŸäŸÜ.. ÿßŸÑŸÖŸÜÿ™ÿ≠ÿ±ÿ© ÿÆŸàŸÑÿ© ÿ™ŸÉÿ¥ŸÅ ÿßŸÑŸÖÿ£ÿ≥ÿßÿ©.. ÿßŸÑÿ≠Ÿàÿ™ ÿµÿßÿ± ŸäŸÇÿ™ŸÑ ŸÖÿ´ŸÜŸâ Ÿàÿ´ŸÑÿßÿ´!,552764,3531,1012
Moha La Squale,Moha La Squale - Ca c'√©tait avant,552711,24803,476
Le Tatou,LQC - Combien de produits dans un supermarch√© ?,552674,34874,517
Marodi TV S√©n√©gal,S√©rie NAFI - Episode 22,552202,6165,635
Daniil le Russe,NOUVEAUX TUBES FRAN√áAIS VS RUSSES - Daniil le Russe,552144,54821,709
dmc ÿØÿ±ÿßŸÖÿß,ŸÖÿ≥ŸÑÿ≥ŸÑ ÿßŸÑÿ∑ŸàŸÅÿßŸÜ - ÿßŸÑÿ≠ŸÑŸÇÿ© ÿßŸÑÿ£ÿ±ÿ®ÿπŸàŸÜ - The Flood Episode 40,552037,3748,343
Proximity,Thirty Seconds to Mars - Walk on Water (R3hab Remix),552001,7471,200
GOTAGA,MA PREMI√àRE LAN FORTNITE ! (Lyon eSport),551418,39238,254
Marodi TV S√©n√©gal,Pod et Marichou - Saison 2 - Episode 55,551334,5587,855
Music Relaxing,Soothing Piano Lovely Songs Cover In 2018 - Distance Doesn't Matter If You Really Love The Person,551266,818,422
ÿ¥ÿßÿ¥ÿ© ÿßŸÑŸàÿßŸÇÿπ ÿßŸÑŸÖÿ∫ÿ±ÿ®Ÿä,ÿßŸÑÿ´ŸÑÿßŸÖŸäÿ∞ ÿπÿ∑ÿßŸà ŸÖÿ≤ŸäÿßŸÜ ŸÑŸÑÿ£ÿ≥ÿ™ÿßÿØÿ© ŸÇÿØÿßŸÖ ÿßŸÑŸàŸÉŸäŸÑÿå ŸàŸáÿß ÿßŸÑŸÖÿ≥ÿ™ÿ¨ÿØÿßÿ™ ÿßŸÑÿ∫Ÿäÿ± ŸÖÿ™ŸàŸÇÿπÿ©,551095,1593,868
Torimbia,Bronca entre Letizia y Sofia en Palma - 2¬™ Parte,550974,680,331
PRIME,DELLY-DELLO.MP3,550890,50571,12485
The Daily Show with Trevor Noah,Black Women Save America from Roy Moore: The Daily Show,550799,12529,342
Comedy Central UK,France Has Its Very Own Spiderman | The Daily Show With Trevor Noah,550625,9353,356
S√∂z Dizi,SoÃàz | 35.BoÃàluÃàm -  Fragman 1,550370,20200,210
Wass Freestyle,CE N'EST PAS LA TAILLE QUI COMPTE!,550319,61424,808
JOYCA - Youtunes,JE CHANGE DE NOM !,550291,81789,1085
Pierre Croce,Je suis alleÃÅ consulter une voyante,550132,39339,1196
atv,E≈ükƒ±ya D√ºnyaya H√ºk√ºmdar Olmaz 81. B√∂l√ºm,549985,3305,473
LinksTheSun,Polisse - 50/50 (critique),549892,37665,1073
The Daily Show with Trevor Noah,Republicans Renew Their Support for Roy Moore: The Daily Show,549864,12505,199
MyFuckinMess,LA GAULE SURPRISE - Les Impro #2 de McFly et Carlito et Maxenss et Squeezie,549858,26153,785
Le Labo,"LA PIRE PARTIE ft Le Rire Jaune, Pierre Croce, Fabien Olicard, Nad Rich' Hard, Max Bird, Studio Vrac",549621,15537,714
Kodak Black,Kodak Black - Fall Thru (HBK OTW) Music Video,549589,32715,904
JackWhiteVEVO,Jack White - Connected By Love,549511,11170,1410
Le360Live,Le360.ma ‚Ä¢ ÿ®ŸÜÿ™ ÿßŸÑÿ≥ÿ™ÿßÿ™Ÿä- ÿßŸîŸÜÿß ŸÑŸä ÿ¥Ÿáÿ±ÿ™ ÿ≠ŸÑŸäŸàÿ©.. ŸàŸáÿß ÿπŸÑÿßÿ¥ ÿßŸÑŸàÿ¥ŸÖ.. ŸàŸáÿ∞Ÿá ŸÇÿµÿ© ÿßŸÑÿ®Ÿàÿ≥ÿ© ŸÖÿπ ÿßŸÑÿ±ÿßÿ®Ÿàÿ±ÿ© ÿßŸîŸÖŸäŸÖÿ©,549481,5759,1847
VikatanTV,"Priyamanaval Episode 966, 17/03/17",549462,2915,835
Golden Moustache,Hold up (Amaury & Quentin),549363,45279,742
ahmed meshtawy,ŸÖÿØÿ±ÿ® ŸÖÿ≠ŸÖÿØ ÿµŸÑÿßÿ≠ ŸäŸÉÿßÿØ Ÿäÿ®ŸÉŸä ÿπŸÑŸä ÿ•ÿµÿßÿ®ÿ™Ÿá HD,549266,2998,260
Poisson F√©cond,28h de Survie Seul Dans L‚ÄôOc√©an... Sans Radeau (BULLE : Archibald),549243,37857,387
Soltana - ÿ≥ŸÑÿ∑ÿßŸÜÿ©,ÿ£ÿÆÿµÿßÿ¶Ÿä Ÿäÿ≠ÿ≥ŸÖ ÿßŸÑÿ¨ÿØŸÑ ŸàŸäŸÉÿ¥ŸÅ ÿ≠ŸÇŸäŸÇÿ© Ÿàÿ¨ŸàÿØ ÿßŸÑÿ¨ŸÜŸäŸÜ ŸÅŸä ÿ®ÿ∑ŸÜ ÿ≥ŸäÿØÿ© ÿ£ÿ≤ÿ±Ÿà ŸÑŸÄ 9 ÿ≥ŸÜŸàÿßÿ™,549229,3293,868
ÿßŸÑÿÆÿßŸàÿ© ŸÄ ÿßŸÑŸÇŸÜÿßÿ© ÿßŸÑÿ±ÿ≥ŸÖŸäÿ©,ŸÖÿ≥ŸÑÿ≥ŸÑ ÿßŸÑÿÆÿßŸàÿ© ÿßŸÑÿ¨ÿ≤ÿ° ÿßŸÑÿ´ÿßŸÜŸä - ÿßŸÑÿ≠ŸÑŸÇÿ© 1,549055,11821,699
